date,rate,ma250
2001-10-23,8.277000000000001,8.2771252
2001-10-24,8.2768,8.2771188
2001-10-25,8.2767,8.2771128
2001-10-26,8.276900000000001,8.277106400000001
2001-10-29,8.277000000000001,8.2770992
2001-10-30,8.277000000000001,8.2770952
2001-10-31,8.2768,8.277092399999999
2001-11-01,8.2768,8.2770904
2001-11-02,8.276900000000001,8.27709
2001-11-05,8.276900000000001,8.2770904
2001-11-06,8.2768,8.277089199999999
2001-11-07,8.2767,8.2770884
2001-11-08,8.2766,8.277085999999999
2001-11-09,8.2766,8.2770852
2001-11-12,8.2766,8.2770828
2001-11-13,8.2765,8.2770816
2001-11-14,8.2765,8.2770784
2001-11-15,8.2767,8.277078
2001-11-16,8.277000000000001,8.277076800000001
2001-11-19,8.2771,8.2770776
2001-11-20,8.277000000000001,8.277074
2001-11-21,8.276900000000001,8.277067200000001
2001-11-22,8.276900000000001,8.277061999999999
2001-11-23,8.276900000000001,8.277057600000003
2001-11-26,8.276900000000001,8.2770536
2001-11-27,8.277000000000001,8.2770496
2001-11-28,8.277000000000001,8.2770468
2001-11-29,8.2772,8.277046
2001-11-30,8.2774,8.2770448
2001-12-03,8.2772,8.2770436
2001-12-04,8.277000000000001,8.2770432
2001-12-05,8.2771,8.277043599999999
2001-12-06,8.2772,8.277044400000001
2001-12-07,8.2773,8.277045600000001
2001-12-10,8.2772,8.2770468
2001-12-11,8.277000000000001,8.277045600000001
2001-12-12,8.2768,8.277044400000001
2001-12-13,8.2768,8.277043599999999
2001-12-14,8.2767,8.277043200000001
2001-12-17,8.2768,8.2770432
2001-12-18,8.276900000000001,8.277041200000001
2001-12-19,8.2768,8.277039600000002
2001-12-20,8.2767,8.2770388
2001-12-21,8.2766,8.277038
2001-12-24,8.2767,8.277034000000002
2001-12-25,8.2766,8.2770324
2001-12-26,8.2767,8.2770316
2001-12-27,8.2766,8.27703
2001-12-28,8.2767,8.2770244
2001-12-29,8.2768,8.277021999999999
2001-12-30,8.2767,8.2770172
2001-12-31,8.2766,8.2770144
2002-01-04,8.2766,8.277008400000001
2002-01-07,8.2768,8.2770056
2002-01-08,8.2767,8.2770012
2002-01-09,8.2766,8.2769992
2002-01-10,8.2767,8.2769984
2002-01-11,8.2766,8.276998
2002-01-14,8.2768,8.276997999999999
2002-01-15,8.2767,8.276998
2002-01-16,8.2768,8.2769988
2002-01-17,8.2767,8.277000000000001
2002-01-18,8.2768,8.2770016
2002-01-21,8.2767,8.2770028
2002-01-22,8.2768,8.2770052
2002-01-23,8.2767,8.2770072
2002-01-24,8.2765,8.2770004
2002-01-25,8.2767,8.2769928
2002-01-28,8.2765,8.2769864
2002-01-29,8.2767,8.2769844
2002-01-30,8.2766,8.2769812
2002-01-31,8.2765,8.2769792
2002-02-01,8.2765,8.276978799999998
2002-02-04,8.2766,8.2769792
2002-02-05,8.2766,8.276980400000001
2002-02-06,8.2765,8.2769808
2002-02-07,8.2767,8.276978000000002
2002-02-08,8.2766,8.2769784
2002-02-09,8.2767,8.2769796
2002-02-10,8.2766,8.276977200000001
2002-02-11,8.2767,8.276976000000001
2002-02-19,8.2768,8.2769768
2002-02-20,8.277000000000001,8.276978000000002
2002-02-21,8.2768,8.276976399999999
2002-02-22,8.2766,8.2769752
2002-02-25,8.2765,8.2769716
2002-02-26,8.2765,8.2769672
2002-02-27,8.2767,8.2769616
2002-02-28,8.2766,8.2769548
2002-03-01,8.2765,8.2769496
2002-03-04,8.2766,8.2769432
2002-03-05,8.2767,8.2769392
2002-03-06,8.2765,8.276934
2002-03-07,8.2766,8.2769312
2002-03-08,8.2771,8.276931600000001
2002-03-11,8.2771,8.2769304
2002-03-12,8.276900000000001,8.2769244
2002-03-13,8.2767,8.276918000000002
2002-03-14,8.2771,8.2769152
2002-03-15,8.2774,8.276914399999999
2002-03-18,8.2775,8.276916000000002
2002-03-19,8.2773,8.276916400000001
2002-03-20,8.2775,8.2769176
2002-03-21,8.2774,8.276918799999999
2002-03-22,8.2772,8.2769204
2002-03-25,8.277000000000001,8.2769192
2002-03-26,8.276900000000001,8.276918400000001
2002-03-27,8.2771,8.2769176
2002-03-28,8.2772,8.2769156
2002-03-29,8.2774,8.2769136
2002-04-01,8.2774,8.276912399999999
2002-04-02,8.2772,8.2769108
2002-04-03,8.2772,8.2769108
2002-04-04,8.2773,8.276911600000002
2002-04-05,8.2771,8.2769128
2002-04-08,8.277000000000001,8.276914000000001
2002-04-09,8.277000000000001,8.276914000000001
2002-04-10,8.276900000000001,8.276914000000001
2002-04-11,8.2771,8.2769148
2002-04-12,8.2771,8.2769144
2002-04-15,8.2772,8.276915600000002
2002-04-16,8.2771,8.2769164
2002-04-17,8.2772,8.276915200000001
2002-04-18,8.2772,8.2769168
2002-04-19,8.2772,8.2769164
2002-04-22,8.2775,8.2769164
2002-04-23,8.2772,8.276917200000002
2002-04-24,8.2773,8.276918799999999
2002-04-25,8.2774,8.2769216
2002-04-26,8.2774,8.276923600000002
2002-04-27,8.2773,8.2769236
2002-04-28,8.2774,8.276922
2002-04-29,8.2771,8.2769212
2002-04-30,8.277000000000001,8.276919600000001
2002-05-08,8.2773,8.2769148
2002-05-09,8.2773,8.276914000000001
2002-05-10,8.2772,8.2769144
2002-05-13,8.2771,8.276914399999999
2002-05-14,8.2771,8.2769144
2002-05-15,8.277000000000001,8.2769148
2002-05-16,8.276900000000001,8.2769148
2002-05-17,8.2768,8.276915200000001
2002-05-20,8.2768,8.276915200000001
2002-05-21,8.2768,8.2769112
2002-05-22,8.276900000000001,8.276909200000002
2002-05-23,8.277000000000001,8.276908800000001
2002-05-24,8.277000000000001,8.2769088
2002-05-27,8.2771,8.276908800000001
2002-05-28,8.276900000000001,8.2769092
2002-05-29,8.2766,8.2769084
2002-05-30,8.2766,8.276904
2002-05-31,8.2766,8.276902399999999
2002-06-03,8.2765,8.2768976
2002-06-04,8.2767,8.276896400000002
2002-06-05,8.2768,8.276896
2002-06-06,8.276900000000001,8.2768948
2002-06-07,8.277000000000001,8.276896
2002-06-10,8.277000000000001,8.2768972
2002-06-11,8.277000000000001,8.276898400000002
2002-06-12,8.2768,8.276897199999999
2002-06-13,8.276900000000001,8.2768932
2002-06-14,8.276900000000001,8.2768916
2002-06-17,8.276900000000001,8.2768912
2002-06-18,8.2773,8.276892400000001
2002-06-19,8.2775,8.2768908
2002-06-20,8.2774,8.276892400000001
2002-06-21,8.2772,8.276893600000001
2002-06-24,8.2771,8.276895199999998
2002-06-25,8.277000000000001,8.276896
2002-06-26,8.2771,8.2768972
2002-06-27,8.2772,8.276898800000001
2002-06-28,8.2771,8.276899199999999
2002-07-01,8.2771,8.276900800000002
2002-07-02,8.277000000000001,8.2769008
2002-07-03,8.276900000000001,8.2769016
2002-07-04,8.2768,8.276901200000001
2002-07-05,8.2767,8.276901200000001
2002-07-08,8.2766,8.2769004
2002-07-09,8.2767,8.2769004
2002-07-10,8.2766,8.2768988
2002-07-11,8.2766,8.2768976
2002-07-12,8.2768,8.2768972
2002-07-15,8.2767,8.276897199999999
2002-07-16,8.2768,8.2768976
2002-07-17,8.2768,8.2768972
2002-07-18,8.276900000000001,8.276896800000001
2002-07-19,8.2768,8.276896800000001
2002-07-22,8.276900000000001,8.276897199999999
2002-07-23,8.277000000000001,8.276897199999999
2002-07-24,8.277000000000001,8.276896
2002-07-25,8.276900000000001,8.2768956
2002-07-26,8.276900000000001,8.2768948
2002-07-29,8.2768,8.276894000000002
2002-07-30,8.2767,8.276894
2002-07-31,8.2766,8.276892400000001
2002-08-01,8.2767,8.2768916
2002-08-02,8.2766,8.276890799999999
2002-08-05,8.2768,8.276890799999999
2002-08-06,8.2767,8.2768896
2002-08-07,8.2768,8.276888000000001
2002-08-08,8.276900000000001,8.2768864
2002-08-09,8.2767,8.2768852
2002-08-12,8.2766,8.2768844
2002-08-13,8.2768,8.2768832
2002-08-14,8.2767,8.2768808
2002-08-15,8.2766,8.2768788
2002-08-16,8.2768,8.276878
2002-08-19,8.2768,8.276878
2002-08-20,8.2767,8.2768776
2002-08-21,8.2768,8.2768776
2002-08-22,8.2766,8.2768764
2002-08-23,8.2766,8.276875599999999
2002-08-26,8.2767,8.2768732
2002-08-27,8.2766,8.2768716
2002-08-28,8.2767,8.2768712
2002-08-29,8.2768,8.276870800000001
2002-08-30,8.2767,8.2768708
2002-09-02,8.2768,8.2768704
2002-09-03,8.276900000000001,8.27687
2002-09-04,8.277000000000001,8.2768708
2002-09-05,8.2771,8.276871200000002
2002-09-06,8.2772,8.276872800000001
2002-09-09,8.277000000000001,8.276874
2002-09-10,8.277000000000001,8.276875200000001
2002-09-11,8.276900000000001,8.276875200000001
2002-09-12,8.276900000000001,8.276875200000001
2002-09-13,8.2768,8.276875200000001
2002-09-16,8.2768,8.276876
2002-09-17,8.2768,8.2768764
2002-09-18,8.276900000000001,8.2768768
2002-09-19,8.276900000000001,8.276878
2002-09-20,8.2768,8.2768788
2002-09-23,8.277000000000001,8.276879999999998
2002-09-24,8.277000000000001,8.27688
2002-09-25,8.276900000000001,8.276878799999999
2002-09-26,8.277000000000001,8.2768792
2002-09-27,8.2771,8.27688
2002-09-28,8.2771,8.2768812
2002-09-29,8.2771,8.276882000000002
2002-09-30,8.2771,8.2768832
2002-10-08,8.2772,8.2768852
2002-10-09,8.2772,8.276886399999999
2002-10-10,8.2771,8.2768876
2002-10-11,8.277000000000001,8.276889200000001
2002-10-14,8.276900000000001,8.2768908
2002-10-15,8.2768,8.2768916
2002-10-16,8.2767,8.2768916
2002-10-17,8.2767,8.276890799999999
2002-10-18,8.2768,8.27689
2002-10-21,8.2767,8.2768896
2002-10-22,8.2768,8.2768888
2002-10-23,8.2768,8.2768888
2002-10-24,8.2768,8.276889200000001
2002-10-25,8.277000000000001,8.2768896
2002-10-28,8.2771,8.27689
2002-10-29,8.2771,8.276890400000003
2002-10-30,8.2772,8.276892000000002
2002-10-31,8.2771,8.2768932
2002-11-01,8.2771,8.276894
2002-11-04,8.2771,8.2768948
2002-11-05,8.2772,8.276896400000002
2002-11-06,8.277000000000001,8.2768976
2002-11-07,8.2771,8.2768996
2002-11-08,8.2771,8.2769016
2002-11-11,8.2772,8.276904
2002-11-12,8.277000000000001,8.276906
2002-11-13,8.2771,8.2769084
2002-11-14,8.2773,8.276910800000001
2002-11-15,8.2772,8.276911600000002
2002-11-18,8.2773,8.276912399999999
2002-11-19,8.2773,8.2769136
2002-11-20,8.2772,8.2769148
2002-11-21,8.277000000000001,8.276915200000001
2002-11-22,8.277000000000001,8.2769156
2002-11-25,8.2772,8.2769168
2002-11-26,8.2772,8.2769176
2002-11-27,8.277000000000001,8.2769176
2002-11-28,8.2771,8.2769172
2002-11-29,8.2772,8.2769164
2002-12-02,8.2772,8.2769164
2002-12-03,8.2772,8.2769172
2002-12-04,8.2771,8.276917200000002
2002-12-05,8.2772,8.276917200000002
2002-12-06,8.277000000000001,8.276916000000002
2002-12-09,8.2772,8.276916000000002
2002-12-10,8.2773,8.2769172
2002-12-11,8.277000000000001,8.276918
2002-12-12,8.2772,8.276919600000001
2002-12-13,8.2772,8.2769216
2002-12-16,8.277000000000001,8.276922400000002
2002-12-17,8.2772,8.2769236
2002-12-18,8.2773,8.2769256
2002-12-19,8.2773,8.276928
2002-12-20,8.2773,8.276930800000002
2002-12-23,8.2774,8.2769336
2002-12-24,8.2775,8.2769372
2002-12-25,8.2775,8.276940399999999
2002-12-26,8.2774,8.276943600000001
2002-12-27,8.2772,8.2769456
2002-12-30,8.2772,8.2769472
2002-12-31,8.2773,8.2769496
2003-01-02,8.277000000000001,8.276951200000001
2003-01-03,8.277000000000001,8.2769528
2003-01-06,8.2768,8.276952799999998
2003-01-07,8.2768,8.2769532
2003-01-08,8.2767,8.2769536
2003-01-09,8.2766,8.2769532
2003-01-10,8.2766,8.2769532
2003-01-13,8.2766,8.276952400000003
2003-01-14,8.2768,8.276952799999998
2003-01-15,8.2768,8.2769528
2003-01-16,8.277000000000001,8.276954
2003-01-17,8.277000000000001,8.276954800000002
2003-01-20,8.277000000000001,8.276956
2003-01-21,8.2772,8.276957600000001
2003-01-22,8.277000000000001,8.276958800000001
2003-01-23,8.277000000000001,8.276960800000001
2003-01-24,8.277000000000001,8.276962000000001
2003-01-27,8.2768,8.2769632
2003-01-28,8.2768,8.2769636
2003-01-29,8.2767,8.276964
2003-01-30,8.2767,8.276964800000002
2003-01-31,8.2766,8.276965200000001
2003-02-08,8.2768,8.276966
2003-02-09,8.277000000000001,8.2769676
2003-02-10,8.277000000000001,8.276969600000001
2003-02-11,8.2773,8.276972000000002
2003-02-12,8.2775,8.2769756
2003-02-13,8.2775,8.2769788
2003-02-14,8.2773,8.2769816
2003-02-17,8.2773,8.276984
2003-02-18,8.2774,8.2769864
2003-02-19,8.2772,8.276987199999999
2003-02-20,8.2775,8.276990000000001
2003-02-21,8.2775,8.2769936
2003-02-24,8.2775,8.276997600000001
2003-02-25,8.2775,8.277001600000002
2003-02-26,8.2775,8.2770048
2003-02-27,8.2774,8.277008000000002
2003-02-28,8.2774,8.277011600000002
2003-03-03,8.2775,8.2770152
2003-03-04,8.2773,8.2770176
2003-03-05,8.2773,8.2770208
2003-03-06,8.2775,8.2770244
2003-03-07,8.2775,8.277026
2003-03-10,8.2774,8.277027200000001
2003-03-11,8.2772,8.2770284
2003-03-12,8.277000000000001,8.2770296
2003-03-13,8.277000000000001,8.277029200000001
2003-03-14,8.277000000000001,8.277027600000002
2003-03-17,8.277000000000001,8.2770256
2003-03-18,8.277000000000001,8.2770244
2003-03-19,8.2772,8.277023200000002
2003-03-20,8.2771,8.277022
2003-03-21,8.2771,8.277021600000001
2003-03-24,8.2773,8.277022800000001
2003-03-25,8.2773,8.2770244
2003-03-26,8.2771,8.2770244
2003-03-27,8.2774,8.2770252
2003-03-28,8.2772,8.2770244
2003-03-31,8.2771,8.277023200000002
2003-04-01,8.2774,8.277024
2003-04-02,8.2773,8.277024400000002
2003-04-03,8.277000000000001,8.2770232
2003-04-04,8.277000000000001,8.277022800000001
2003-04-07,8.277000000000001,8.277022800000001
2003-04-08,8.2772,8.2770236
2003-04-09,8.2772,8.2770248
2003-04-10,8.2774,8.277026
2003-04-11,8.2773,8.2770268
2003-04-14,8.2772,8.2770268
2003-04-15,8.2774,8.277028
2003-04-16,8.2772,8.277028
2003-04-17,8.2772,8.277028
2003-04-18,8.2771,8.277027600000002
2003-04-21,8.277000000000001,8.277025599999998
2003-04-22,8.276900000000001,8.2770244
2003-04-23,8.277000000000001,8.277023200000002
2003-04-24,8.2772,8.277022400000002
2003-04-25,8.2772,8.2770216
2003-04-28,8.277000000000001,8.277020400000001
2003-04-29,8.277000000000001,8.277018800000002
2003-04-30,8.277000000000001,8.2770184
2003-05-06,8.2771,8.2770188
2003-05-07,8.277000000000001,8.2770176
2003-05-08,8.276900000000001,8.277016
2003-05-09,8.2768,8.2770144
2003-05-12,8.2768,8.2770132
2003-05-13,8.277000000000001,8.2770128
2003-05-14,8.277000000000001,8.2770128
2003-05-15,8.276900000000001,8.2770128
2003-05-16,8.2768,8.2770128
2003-05-19,8.277000000000001,8.2770136
2003-05-20,8.2768,8.2770136
2003-05-21,8.2768,8.277013199999999
2003-05-22,8.276900000000001,8.2770128
2003-05-23,8.2768,8.277012000000001
2003-05-26,8.2768,8.2770108
2003-05-27,8.277000000000001,8.2770112
2003-05-28,8.2768,8.277012000000001
2003-05-29,8.277000000000001,8.2770136
2003-05-30,8.277000000000001,8.277015200000001
2003-06-02,8.2768,8.2770164
2003-06-03,8.2768,8.2770168
2003-06-04,8.276900000000001,8.2770172
2003-06-05,8.277000000000001,8.2770176
2003-06-06,8.277000000000001,8.277017599999999
2003-06-09,8.277000000000001,8.277017599999999
2003-06-10,8.277000000000001,8.277017599999999
2003-06-11,8.2768,8.2770176
2003-06-12,8.277000000000001,8.277018
2003-06-13,8.277000000000001,8.277018400000001
2003-06-16,8.2768,8.277018000000002
2003-06-17,8.276900000000001,8.2770164
2003-06-18,8.2768,8.2770136
2003-06-19,8.2768,8.2770112
2003-06-20,8.277000000000001,8.277010400000002
2003-06-23,8.2772,8.277010800000001
2003-06-24,8.2773,8.277012000000001
2003-06-25,8.2773,8.2770128
2003-06-26,8.2775,8.277014
2003-06-27,8.2775,8.2770156
2003-06-30,8.2774,8.2770168
2003-07-01,8.2774,8.277018400000001
2003-07-02,8.2774,8.2770204
2003-07-03,8.2775,8.2770232
2003-07-04,8.2775,8.2770264
2003-07-07,8.2776,8.2770304
2003-07-08,8.2773,8.2770328
2003-07-09,8.2773,8.277035600000001
2003-07-10,8.2775,8.2770392
2003-07-11,8.2773,8.2770412
2003-07-12,8.2772,8.2770432
2003-07-15,8.2771,8.277044400000001
2003-07-16,8.2771,8.2770456
2003-07-17,8.277000000000001,8.277046
2003-07-18,8.277000000000001,8.2770468
2003-07-21,8.277000000000001,8.2770472
2003-07-22,8.2768,8.277046400000001
2003-07-23,8.277000000000001,8.277046400000001
2003-07-24,8.277000000000001,8.277046800000003
2003-07-25,8.2772,8.277048
2003-07-28,8.2774,8.2770504
2003-07-29,8.2775,8.277053599999999
2003-07-30,8.2775,8.2770572
2003-07-31,8.2773,8.277059600000001
2003-08-01,8.2773,8.2770624
2003-08-04,8.2772,8.277064000000001
2003-08-05,8.2775,8.277067200000001
2003-08-06,8.2775,8.277070000000002
2003-08-07,8.2773,8.2770716
2003-08-08,8.2773,8.277074
2003-08-11,8.2772,8.2770764
2003-08-12,8.2772,8.277078000000001
2003-08-13,8.277000000000001,8.2770792
2003-08-14,8.277000000000001,8.277080800000002
2003-08-15,8.277000000000001,8.2770816
2003-08-18,8.2768,8.277081599999999
2003-08-19,8.2768,8.277082
2003-08-20,8.2767,8.277081599999999
2003-08-21,8.2768,8.2770824
2003-08-22,8.2766,8.277082400000001
2003-08-25,8.2766,8.277082000000002
2003-08-26,8.2768,8.2770828
2003-08-27,8.2768,8.277083200000002
2003-08-28,8.277000000000001,8.277084
2003-08-29,8.2771,8.2770856
2003-09-01,8.2771,8.277086800000001
2003-09-02,8.277000000000001,8.2770872
2003-09-03,8.277000000000001,8.277087200000002
2003-09-04,8.2768,8.277086
2003-09-05,8.277000000000001,8.2770852
2003-09-08,8.277000000000001,8.2770852
2003-09-09,8.276900000000001,8.2770848
2003-09-10,8.277000000000001,8.277085200000002
2003-09-11,8.277000000000001,8.277085600000003
2003-09-12,8.2772,8.277087200000002
2003-09-15,8.2772,8.277088800000001
2003-09-16,8.2774,8.277091200000001
2003-09-17,8.2774,8.277093200000001
2003-09-18,8.2775,8.277095599999999
2003-09-19,8.2775,8.277098400000002
2003-09-22,8.2773,8.277099600000001
2003-09-23,8.2773,8.2771008
2003-09-24,8.2772,8.277102000000001
2003-09-25,8.277000000000001,8.277102000000001
2003-09-26,8.277000000000001,8.2771016
2003-09-27,8.2773,8.277102400000002
2003-09-28,8.2773,8.277103199999999
2003-09-29,8.2771,8.2771032
2003-09-30,8.277000000000001,8.277102400000002
2003-10-08,8.277000000000001,8.277101600000002
2003-10-09,8.2771,8.2771016
2003-10-10,8.277000000000001,8.2771016
2003-10-13,8.277000000000001,8.277102000000001
2003-10-14,8.2768,8.277102000000001
2003-10-15,8.2767,8.277102000000001
2003-10-16,8.2767,8.277102000000001
2003-10-17,8.2766,8.2771012
2003-10-20,8.2766,8.2771008
2003-10-21,8.2766,8.2771
2003-10-22,8.2765,8.2770988
2003-10-23,8.2766,8.277098
2003-10-24,8.2766,8.2770964
2003-10-27,8.2768,8.2770952
2003-10-28,8.2767,8.2770936
2003-10-29,8.2766,8.2770912
2003-10-30,8.2766,8.2770892
2003-10-31,8.2767,8.277087600000002
2003-11-03,8.2766,8.2770856
2003-11-04,8.2766,8.277083200000002
2003-11-05,8.2767,8.277082
2003-11-06,8.2767,8.277080400000001
2003-11-07,8.276900000000001,8.277079599999999
2003-11-10,8.277000000000001,8.2770788
2003-11-11,8.277000000000001,8.2770788
2003-11-12,8.276900000000001,8.277078000000001
2003-11-13,8.277000000000001,8.277076800000001
2003-11-14,8.277000000000001,8.277076
2003-11-17,8.277000000000001,8.277074800000001
2003-11-18,8.276900000000001,8.2770732
2003-11-19,8.2767,8.2770712
2003-11-20,8.2767,8.27707
2003-11-21,8.276900000000001,8.2770696
2003-11-24,8.277000000000001,8.277068799999999
2003-11-25,8.2771,8.277068400000001
2003-11-26,8.277000000000001,8.277068400000001
2003-11-27,8.2772,8.2770688
2003-11-28,8.2772,8.2770688
2003-12-01,8.277000000000001,8.277068000000002
2003-12-02,8.2772,8.277068000000002
2003-12-03,8.2772,8.277068400000001
2003-12-04,8.2771,8.277068
2003-12-05,8.277000000000001,8.277068
2003-12-08,8.276900000000001,8.277066799999998
2003-12-09,8.2771,8.277066000000001
2003-12-10,8.2771,8.277066399999999
2003-12-11,8.277000000000001,8.2770656
2003-12-12,8.2771,8.277065200000001
2003-12-15,8.2772,8.277066000000001
2003-12-16,8.2772,8.277066000000001
2003-12-17,8.2771,8.2770652
2003-12-18,8.276900000000001,8.277063600000002
2003-12-19,8.276900000000001,8.277061999999999
2003-12-22,8.277000000000001,8.2770604
2003-12-23,8.276900000000001,8.277058
2003-12-24,8.277000000000001,8.277056
2003-12-25,8.277000000000001,8.2770544
2003-12-26,8.2768,8.277052800000002
2003-12-29,8.2768,8.277051200000002
2003-12-30,8.276900000000001,8.2770496
2003-12-31,8.2767,8.2770484
2004-01-02,8.2767,8.277047199999998
2004-01-05,8.276900000000001,8.277047600000001
2004-01-06,8.277000000000001,8.277048400000002
2004-01-07,8.2771,8.27705
2004-01-08,8.2772,8.2770524
2004-01-09,8.2772,8.2770548
2004-01-12,8.277000000000001,8.2770564
2004-01-13,8.277000000000001,8.277057200000002
2004-01-14,8.2768,8.277057200000002
2004-01-15,8.2768,8.277056400000001
2004-01-16,8.2767,8.277055200000001
2004-01-17,8.2767,8.277054
2004-01-18,8.2767,8.277052
2004-01-19,8.2766,8.2770504
2004-01-20,8.2768,8.2770496
2004-01-21,8.277000000000001,8.2770496
2004-01-29,8.2771,8.277050800000001
2004-01-30,8.277000000000001,8.2770516
2004-02-02,8.2768,8.277052000000001
2004-02-03,8.277000000000001,8.277053200000001
2004-02-04,8.2772,8.2770556
2004-02-05,8.2772,8.277057200000002
2004-02-06,8.2773,8.2770584
2004-02-09,8.2773,8.277059600000001
2004-02-10,8.2773,8.277059600000001
2004-02-11,8.2772,8.277058400000001
2004-02-12,8.2771,8.2770568
2004-02-13,8.2772,8.277056400000001
2004-02-16,8.277000000000001,8.277055200000001
2004-02-17,8.2772,8.2770544
2004-02-18,8.277000000000001,8.2770536
2004-02-19,8.277000000000001,8.2770516
2004-02-20,8.2771,8.27705
2004-02-23,8.2772,8.277048800000001
2004-02-24,8.2772,8.2770476
2004-02-25,8.2771,8.277046
2004-02-26,8.277000000000001,8.277044400000001
2004-02-27,8.277000000000001,8.2770428
2004-03-01,8.276900000000001,8.277040400000002
2004-03-02,8.2768,8.277038400000002
2004-03-03,8.2768,8.277036399999998
2004-03-04,8.2768,8.277033600000001
2004-03-05,8.277000000000001,8.2770316
2004-03-08,8.2771,8.277030400000001
2004-03-09,8.2771,8.27703
2004-03-10,8.2771,8.277030400000001
2004-03-11,8.2771,8.2770308
2004-03-12,8.2772,8.2770316
2004-03-15,8.2771,8.277031999999998
2004-03-16,8.2773,8.2770332
2004-03-17,8.2773,8.277033600000001
2004-03-18,8.2774,8.277034800000001
2004-03-19,8.2774,8.277036
2004-03-22,8.2772,8.277035600000001
2004-03-23,8.2773,8.2770356
2004-03-24,8.2774,8.277036800000001
2004-03-25,8.2772,8.277036000000003
2004-03-26,8.2771,8.277035600000001
2004-03-29,8.277000000000001,8.2770352
2004-03-30,8.2771,8.277034
2004-03-31,8.2771,8.2770332
2004-04-01,8.277000000000001,8.277033200000002
2004-04-02,8.276900000000001,8.2770328
2004-04-05,8.276900000000001,8.2770324
2004-04-06,8.276900000000001,8.277031200000001
2004-04-07,8.276900000000001,8.27703
2004-04-08,8.276900000000001,8.277028000000001
2004-04-09,8.276900000000001,8.2770264
2004-04-12,8.276900000000001,8.2770252
2004-04-13,8.277000000000001,8.2770236
2004-04-14,8.276900000000001,8.277022400000002
2004-04-15,8.2772,8.277022400000002
2004-04-16,8.2771,8.2770224
2004-04-19,8.276900000000001,8.277022
2004-04-20,8.2768,8.2770216
2004-04-21,8.2768,8.2770208
2004-04-22,8.276900000000001,8.2770196
2004-04-23,8.277000000000001,8.2770188
2004-04-26,8.276900000000001,8.277018400000001
2004-04-27,8.2768,8.277017599999999
2004-04-28,8.2768,8.277016800000002
2004-04-29,8.2768,8.2770156
2004-04-30,8.276900000000001,8.2770152
2004-05-08,8.2771,8.277016000000001
2004-05-09,8.2771,8.2770172
2004-05-10,8.277000000000001,8.277018
2004-05-11,8.276900000000001,8.277017599999999
2004-05-12,8.2773,8.2770188
2004-05-13,8.2773,8.277020400000001
2004-05-14,8.2772,8.277022
2004-05-17,8.2772,8.277022800000001
2004-05-18,8.2772,8.277024400000002
2004-05-19,8.2771,8.2770256
2004-05-20,8.276900000000001,8.277025599999998
2004-05-21,8.2771,8.277026800000002
2004-05-24,8.2771,8.277028
2004-05-25,8.277000000000001,8.277028
2004-05-26,8.276900000000001,8.2770284
2004-05-27,8.2768,8.2770276
2004-05-28,8.2768,8.2770268
2004-05-31,8.276900000000001,8.277027200000003
2004-06-01,8.2768,8.277027200000001
2004-06-02,8.2767,8.2770264
2004-06-03,8.2767,8.2770252
2004-06-04,8.2768,8.277024400000002
2004-06-07,8.2767,8.277023200000002
2004-06-08,8.2767,8.277022
2004-06-09,8.2767,8.2770216
2004-06-10,8.2767,8.277020400000001
2004-06-11,8.2768,8.2770196
2004-06-14,8.2767,8.2770192
2004-06-15,8.2766,8.277018
2004-06-16,8.2766,8.2770172
2004-06-17,8.2766,8.2770164
2004-06-18,8.2766,8.2770148
2004-06-21,8.2766,8.2770124
2004-06-22,8.2766,8.277009600000001
2004-06-23,8.2766,8.277006799999999
2004-06-24,8.2767,8.277003600000002
2004-06-25,8.2766,8.277
2004-06-28,8.2767,8.276997200000002
2004-06-29,8.2766,8.276994
2004-06-30,8.2766,8.276990800000002
2004-07-01,8.2766,8.2769872
2004-07-02,8.2767,8.276984
2004-07-05,8.2766,8.276980000000002
2004-07-06,8.2768,8.276978
2004-07-07,8.2768,8.276976000000001
2004-07-08,8.2768,8.2769732
2004-07-09,8.276900000000001,8.276971600000001
2004-07-12,8.276900000000001,8.276970400000002
2004-07-13,8.2768,8.2769692
2004-07-14,8.2768,8.276968
2004-07-15,8.2767,8.2769668
2004-07-16,8.2767,8.2769656
2004-07-19,8.2766,8.276964
2004-07-20,8.2766,8.2769632
2004-07-21,8.2767,8.276962
2004-07-22,8.2766,8.2769604
2004-07-23,8.2766,8.276958
2004-07-26,8.2766,8.2769548
2004-07-27,8.2767,8.276951600000002
2004-07-28,8.2767,8.276948400000002
2004-07-29,8.2768,8.2769464
2004-07-30,8.276900000000001,8.2769448
2004-08-02,8.276900000000001,8.276943600000001
2004-08-03,8.277000000000001,8.2769416
2004-08-04,8.277000000000001,8.2769396
2004-08-05,8.277000000000001,8.2769384
2004-08-06,8.276900000000001,8.2769368
2004-08-09,8.276900000000001,8.2769356
2004-08-10,8.276900000000001,8.2769344
2004-08-11,8.277000000000001,8.2769344
2004-08-12,8.276900000000001,8.276933999999999
2004-08-13,8.276900000000001,8.2769336
2004-08-16,8.2768,8.2769336
2004-08-17,8.2768,8.2769336
2004-08-18,8.2767,8.2769336
2004-08-19,8.2767,8.276933200000002
2004-08-20,8.2768,8.276934
2004-08-23,8.2767,8.2769344
2004-08-24,8.2767,8.276934
2004-08-25,8.2767,8.2769336
2004-08-26,8.2766,8.276932
